Year,League,Statistic,Player_Name,Team,Value
1994,AL,ERA,Steve Ontiveros,Oakland,2.65
1994,AL,Games,Bob Wickman,New York,53
1994,AL,Saves,Lee Smith,Baltimore,33
1994,AL,Shutouts,Randy Johnson,Seattle,4
1994,AL,Strikeouts,Randy Johnson,Seattle,204
1994,AL,Winning Percentage,Jason Bere,Chicago,.857
1994,AL,Wins,Jimmy Key,New York,17
1995,AL,Complete Games,Jack McDowell,New York,8
1995,AL,ERA,Randy Johnson,Seattle,2.48
1995,AL,Games,Jesse Orosco,Baltimore,65
1995,AL,Saves,Jose Mesa,Cleveland,46
1995,AL,Shutouts,Mike Mussina,Baltimore,4
1995,AL,Strikeouts,Randy Johnson,Seattle,294
1995,AL,Winning Percentage,Randy Johnson,Seattle,.900
1995,AL,Wins,Mike Mussina,Baltimore,19
1996,AL,Complete Games,Pat Hentgen,Toronto,10
1996,AL,ERA,Juan Guzman,Toronto,2.93
1996,AL,Games,Eddie Guardado,Minnesota,83
1996,AL,Games,Mike Myers,Detroit,83
1996,AL,Saves,John Wetteland,New York,43
1996,AL,Shutouts,Pat Hentgen,Toronto,3
1996,AL,Shutouts,Ken Hill,Texas,3
1996,AL,Shutouts,Rich Robertson,Minnesota,3
1996,AL,Strikeouts,Roger Clemens,Boston,257
1996,AL,Winning Percentage,Charles Nagy,Cleveland,.773
1996,AL,Wins,Andy Pettitte,New York,21
1997,AL,Complete Games,Roger Clemens,Toronto,9
1997,AL,Complete Games,Pat Hentgen,Toronto,9
1997,AL,ERA,Roger Clemens,Toronto,2.05
1997,AL,Games,Mike Myers,Detroit,88
1997,AL,Saves,Randy Myers,Baltimore,45
1997,AL,Shutouts,Roger Clemens,Toronto,3
1997,AL,Shutouts,Pat Hentgen,Toronto,3
1997,AL,Strikeouts,Roger Clemens,Toronto,292
1997,AL,Winning Percentage,Randy Johnson,Seattle,.833
1997,AL,Wins,Roger Clemens,Toronto,21
1998,AL,Complete Games,Scott Erickson,Baltimore,11
1998,AL,ERA,Roger Clemens,Toronto,2.65
1998,AL,Games,Sean Runyan,Detroit,88
1998,AL,Saves,Tom Gordon,Boston,46
1998,AL,Shutouts,David Wells,New York,5
1998,AL,Strikeouts,Roger Clemens,Toronto,271
1998,AL,Winning Percentage,David Wells,New York,.818
1998,AL,Wins,Roger Clemens,Toronto,20
1998,AL,Wins,David Cone,New York,20
1998,AL,Wins,Rick Helling,Texas,20
1999,AL,Complete Games,David Wells,Toronto,7
1999,AL,ERA,Pedro Martinez,Boston,2.07
1999,AL,Games,Buddy Groom,Oakland,76
1999,AL,Games,Bob Wells,Minnesota,76
1999,AL,Saves,Mariano Rivera,New York,45
1999,AL,Shutouts,Scott Erickson,Baltimore,3
1999,AL,Strikeouts,Pedro Martinez,Boston,313
1999,AL,Winning Percentage,Pedro Martinez,Boston,.852
1999,AL,Wins,Pedro Martinez,Boston,23
2000,AL,Complete Games,David Wells,Toronto,9
2000,AL,ERA,Pedro Martinez,Boston,1.74
2000,AL,Games,Kelly Wunsch,Chicago,83
2000,AL,Saves,Todd Jones,Detroit,42
2000,AL,Saves,Derek Lowe,Boston,42
2000,AL,Shutouts,Pedro Martinez,Boston,4
2000,AL,Strikeouts,Pedro Martinez,Boston,284
2000,AL,Winning Percentage,Tim Hudson,Oakland,.769
2000,AL,Wins,Tim Hudson,Oakland,20
2000,AL,Wins,David Wells,Toronto,20
2001,AL,Complete Games,Steve Sparks,Detroit,8
2001,AL,ERA,Freddy Garcia,Seattle,3.05
2001,AL,Games,Paul Quantrill,Toronto,80
2001,AL,Saves,Mariano Rivera,New York,50
2001,AL,Shutouts,Mark Mulder,Oakland,4
2001,AL,Strikeouts,Hideo Nomo,Boston,220
2001,AL,Winning Percentage,Roger Clemens,New York,.870
2001,AL,Wins,Mark Mulder,Oakland,21
2002,AL,Complete Games,Paul Byrd,Kansas City,7
2002,AL,ERA,Pedro Martinez,Boston,2.26
2002,AL,Games,Billy Koch,Oakland,84
2002,AL,Saves,Eddie Guardado,Minnesota,45
2002,AL,Shutouts,Jeff Weaver,New York,3
2002,AL,Strikeouts,Pedro Martinez,Boston,239
2002,AL,Winning Percentage,Pedro Martinez,Boston,.833
2002,AL,Wins,Barry Zito,Oakland,23
2003,AL,Complete Games,Bartolo Colon,Chicago,9
2003,AL,Complete Games,Roy Halladay,Toronto,9
2003,AL,Complete Games,Mark Mulder,Oakland,9
2003,AL,ERA,Pedro Martinez,Boston,2.22
2003,AL,Games,Trever Miller,Toronto,79
2003,AL,Saves,Keith Foulke,Oakland,43
2003,AL,Shutouts,Roy Halladay,Toronto,2
2003,AL,Shutouts,Tim Hudson,Oakland,2
2003,AL,Shutouts,John Lackey,Anaheim,2
2003,AL,Shutouts,Mark Mulder,Oakland,2
2003,AL,Shutouts,Joel Pineiro,Seattle,2
2003,AL,Strikeouts,Esteban Loaiza,Chicago,207
2003,AL,Winning Percentage,Roy Halladay,Toronto,.759
2003,AL,Wins,Roy Halladay,Toronto,22
2004,AL,Complete Games,Mark Mulder,Oakland,5
2004,AL,Complete Games,Sidney Ponson,Baltimore,5
2004,AL,Complete Games,Jake Westbrook,Cleveland,5
2004,AL,ERA,Johan Santana,Minnesota,2.61
2004,AL,Games,Paul Quantrill,New York,86
2004,AL,Saves,Mariano Rivera,New York,53
2004,AL,Shutouts,Jeremy Bonderman,Detroit,2
2004,AL,Shutouts,Tim Hudson,Oakland,2
2004,AL,Shutouts,Sidney Ponson,Baltimore,2
2004,AL,Strikeouts,Johan Santana,Minnesota,265
2004,AL,Winning Percentage,Curt Schilling,Boston,.778
2004,AL,Wins,Curt Schilling,Boston,21
2005,AL,Complete Games,Roy Halladay,Toronto,5
2005,AL,ERA,Kevin Millwood,Cleveland,2.86
2005,AL,Games,Mike Timlin,Boston,81
2005,AL,Saves,Francisco Rodriguez,Los Angeles,45
2005,AL,Saves,Bob Wickman,Cleveland,45
2005,AL,Shutouts,Jon Garland,Chicago,3
2005,AL,Strikeouts,Johan Santana,Minnesota,238
2005,AL,Winning Percentage,Cliff Lee,Cleveland,.783
2005,AL,Wins,Bartolo Colon,Los Angeles,21
2006,AL,Complete Games,C.C. Sabathia,Cleveland,6
2006,AL,ERA,Johan Santana,Minnesota,2.77
2006,AL,Games,Scott Proctor,New York,83
2006,AL,Saves,Francisco Rodriguez,Los Angeles,47
2006,AL,Shutouts,John Lackey,Los Angeles,2
2006,AL,Shutouts,C.C. Sabathia,Cleveland,2
2006,AL,Shutouts,Jeremy Sowers,Cleveland,2
2006,AL,Shutouts,Jake Westbrook,Cleveland,2
2006,AL,Strikeouts,Johan Santana,Minnesota,245
2006,AL,Winning Percentage,Roy Halladay,Toronto,.762
2006,AL,Wins,Johan Santana,Minnesota,19
2006,AL,Wins,Chien-Ming Wang,New York,19
2007,AL,Complete Games,Roy Halladay,Toronto,7
2007,AL,ERA,John Lackey,Los Angeles,3.01
2007,AL,Games,Jamie Walker,Baltimore,81
2007,AL,Saves,Joe Borowski,Cleveland,45
2007,AL,Shutouts,Paul Byrd,Cleveland,2
2007,AL,Shutouts,Jose Contreras,Chicago,2
2007,AL,Shutouts,John Lackey,Cleveland,2
2007,AL,Shutouts,Jeff Weaver,Seattle,2
2007,AL,Strikeouts,Scott Kazmir,Tampa Bay,239
2007,AL,Winning Percentage,Justin Verlander,Detroit,.762
2007,AL,Wins,Josh Beckett,Boston,20
2009,AL,Complete Games,Roy Halladay,Toronto,9
2009,AL,ERA,Zack Greinke,Kansas City,2.16
2009,AL,Games,Matt Guerrier,Minnesota,79
2009,AL,Saves,Brian Fuentes,Los Angeles,48
2009,AL,Shutouts,Roy Halladay,Toronto,4
2009,AL,Strikeouts,Justin Verlander,Detroit,269
2009,AL,Winning Percentage,Felix Hernandez,Seattle,.792
2009,AL,Wins,Felix Hernandez,Seattle,19
2009,AL,Wins,C.C. Sabathia,New York,19
2009,AL,Wins,Justin Verlander,Detroit,19
2010,AL,Complete Games,Cliff Lee,Seattle / Texas,7
2010,AL,Complete Games,Carl Pavano,Minnesota,7
2010,AL,ERA,Felix Hernandez,Seattle,2.27
2010,AL,Games,Randy Choate,Tampa Bay,85
2010,AL,Saves,Rafael Soriano,Tampa Bay,45
2010,AL,Shutouts,Dallas Braden,Oakland,2
2010,AL,Shutouts,Carl Pavano,Minnesota,2
2010,AL,Strikeouts,Jered Weaver,Los Angeles,233
2010,AL,Winning Percentage,Tommy Hunter,Texas,.765
2010,AL,Wins,C.C. Sabathia,New York,21
2011,AL,Complete Games,James Shields,Tampa Bay,11
2011,AL,ERA,Justin Verlander,Detroit,2.40
2011,AL,Games,Jose Valverde,Detroit,75
2011,AL,Saves,Jose Valverde,Detroit,49
2011,AL,Shutouts,Derek Holland,Texas,4
2011,AL,Shutouts,James Shields,Tampa Bay,4
2011,AL,Strikeouts,Justin Verlander,Detroit,250
2011,AL,Winning Percentage,Justin Verlander,Detroit,.828
2011,AL,Wins,Justin Verlander,Detroit,24
2012,AL,Complete Games,Justin Verlander,Detroit,6
2012,AL,ERA,David Price,Tampa Bay,2.56
2012,AL,Games,Boone Logan,New York,80
2012,AL,Saves,Jim Johnson,Baltimore,51
2012,AL,Shutouts,Felix Hernandez,Seattle,5
2012,AL,Strikeouts,Justin Verlander,Detroit,239
2012,AL,Winning Percentage,David Price,Tampa Bay,.800
2012,AL,Winning Percentage,Jered Weaver,Los Angeles,.800
2012,AL,Wins,David Price,Tampa Bay,20
2012,AL,Wins,Jered Weaver,Los Angeles,20
2013,AL,Complete Games,David Price,Tampa Bay,4
2013,AL,Complete Games,Chris Sale,Chicago,4
2013,AL,ERA,Anibal Sanchez,Detroit,2.57
2013,AL,Games,Joel Peralta,Tampa Bay,80
2013,AL,Saves,Jim Johnson,Baltimore,50
2013,AL,Shutouts,Bartolo Colon,Oakland,3
2013,AL,Shutouts,Justin Masterson,Cleveland,3
2013,AL,Strikeouts,Yu Darvish,Texas,277
2013,AL,Winning Percentage,Max Scherzer,Detroit,.875
2013,AL,Wins,Max Scherzer,Detroit,21
2014,AL,Complete Games,Dallas Keuchel,Houston,5
2014,AL,ERA,Felix Hernandez,Seattle,2.14
2014,AL,Games,Bryan Shaw,Cleveland,80
2014,AL,Saves,Fernando Rodney,Seattle,48
2014,AL,Shutouts,Rick Porcello,Detroit,3
2014,AL,Strikeouts,David Price,Tampa Bay / Detroit,271
2014,AL,Winning Percentage,Max Scherzer,Detroit,.783
2014,AL,Wins,Corey Kluber,Texas,18
2014,AL,Wins,Max Scherzer,Detroit,18
2014,AL,Wins,Jered Weaver,Los Angeles,18
2015,AL,Complete Games,Mark Buehrle,Toronto,4
2015,AL,Complete Games,Corey Kluber,Cleveland,4
2015,AL,ERA,David Price,Detroit / Toronto,2.45
2015,AL,Games,Kevin Jepsen,Tampa Bay / Minnesota,75
2015,AL,Saves,Brad Boxberger,Tampa Bay,41
2015,AL,Shutouts,Sonny Gray,Oakland,2
2015,AL,Shutouts,Felix Hernandez,Seattle,2
2015,AL,Shutouts,Dallas Keuchel,Houston,2
2015,AL,Shutouts,Mike Montgomery,Seattle,2
2015,AL,Shutouts,Jeff Samardzija,Chicago,2
2015,AL,Strikeouts,Chris Sale,Chicago,274
2015,AL,Winning Percentage,David Price,Detroit / Toronto,.783
2015,AL,Wins,Dallas Keuchel,Houston,20
2016,AL,Complete Games,Chris Sale,Chicago,6
2016,AL,ERA,Aaron Sanchez,Toronto,3.00
2016,AL,Games,Bryan Shaw,Cleveland,75
2016,AL,Saves,Zach Britton,Baltimore,47
2016,AL,Shutouts,Corey Kluber,Cleveland,2
2016,AL,Strikeouts,Justin Verlander,Detroit,254
2016,AL,Winning Percentage,Aaron Sanchez,Toronto,.882
2016,AL,Wins,Rick Porcello,Boston,22
2017,AL,Complete Games,Corey Kluber,Cleveland Indians,5
2017,AL,Complete Games,Ervin Santana,Minnesota Twins,5
2017,AL,ERA,Corey Kluber,Cleveland Indians,2.25
2017,AL,Games,Bryan Shaw,Cleveland Indians,79
2017,AL,Saves,Alex Colome,Tampa Bay Rays,46
2017,AL,Shutouts,Corey Kluber,Cleveland Indians,3
2017,AL,Shutouts,Ervin Santana,Minnesota Twins,3
2017,AL,Strikeouts,Chris Sale,Boston Red Sox,308
2017,AL,Winning Percentage,Corey Kluber,Cleveland Indians,.818
2017,AL,Wins,Carlos Carrasco,Cleveland Indians,18
2017,AL,Wins,Corey Kluber,Cleveland Indians,18
2017,AL,Wins,Jason Vargas,Kansas City Royals,18
2018,AL,Complete Games,Jose Berrios,Minnesota Twins,2
2018,AL,Complete Games,Carlos Carrasco,Cleveland Indians,2
2018,AL,Complete Games,Corey Kluber,Cleveland Indians,2
2018,AL,Complete Games,James Paxton,Seattle Mariners,2
2018,AL,ERA,Blake Snell,Tampa Bay Rays,1.89
2018,AL,Games,Ryan Pressly,Minnesota Twins,77
2018,AL,Games,Ryan Pressly,Houston Astros,77
2018,AL,Saves,Edwin Diaz,Seattle Mariners,57
2018,AL,Shutouts,Jose Berrios,Minnesota Twins,1
2018,AL,Shutouts,Mike Clevinger,Cleveland Indians,1
2018,AL,Shutouts,Gerrit Cole,Houston Astros,1
2018,AL,Shutouts,Andrew Heaney,Los Angeles Angels,1
2018,AL,Shutouts,Corey Kluber,Cleveland Indians,1
2018,AL,Shutouts,Sean Manaea,Oakland Athletics,1
2018,AL,Shutouts,Daniel Mengden,Oakland Athletics,1
2018,AL,Shutouts,James Paxton,Seattle Mariners,1
2018,AL,Shutouts,Luis Severino,New York Yankees,1
2018,AL,Shutouts,Masahiro Tanaka,New York Yankees,1
2018,AL,Shutouts,Justin Verlander,Houston Astros,1
2018,AL,Strikeouts,Justin Verlander,Houston Astros,290
2018,AL,Winning Percentage,Charlie Morton,Houston Astros,.833
2018,AL,Wins,Blake Snell,Tampa Bay Rays,21
2019,AL,Complete Games,Shane Bieber,Cleveland Indians,3
2019,AL,Complete Games,Lucas Giolito,Chicago White Sox,3
2019,AL,ERA,Gerrit Cole,Houston Astros,2.50
2019,AL,Games,Yusmeiro Petit,Oakland Athletics,80
2019,AL,Saves,Roberto Osuna,Houston Astros,38
2019,AL,Shutouts,Shane Bieber,Cleveland Indians,2
2019,AL,Shutouts,Lucas Giolito,Chicago White Sox,2
2019,AL,Strikeouts,Gerrit Cole,Houston Astros,326
2019,AL,Winning Percentage,Gerrit Cole,Houston Astros,.800
2019,AL,Wins,Justin Verlander,Houston Astros,21
2020,AL,Complete Games,Gerrit Cole,New York Yankees,2
2020,AL,ERA,Shane Bieber,Cleveland Indians,1.63
2020,AL,Games,Scott Barlow,Kansas City Royals,32
2020,AL,Saves,Brad Hand,Cleveland Indians,16
2020,AL,Shutouts,Gerrit Cole,New York Yankees,1
2020,AL,Shutouts,Kyle Gibson,Texas Rangers,1
2020,AL,Shutouts,Lucas Giolito,Chicago White Sox,1
2020,AL,Shutouts,Brad Keller,Kansas City Royals,1
2020,AL,Shutouts,Mike Minor,Oakland Athletics,1
2020,AL,Strikeouts,Shane Bieber,Cleveland Indians,122
2020,AL,Winning Percentage,Shane Bieber,Cleveland Indians,.889
2020,AL,Wins,Shane Bieber,Cleveland Indians,8
2021,AL,Complete Games,Gerrit Cole,New York Yankees,2
2021,AL,Complete Games,Sean Manaea,Oakland Athletics,2
2021,AL,ERA,Robbie Ray,Toronto Blue Jays,2.84
2021,AL,Games,Bryan Shaw,Cleveland Indians,81
2021,AL,Saves,Liam Hendriks,Chicago White Sox,38
2021,AL,Shutouts,Sean Manaea,Oakland Athletics,2
2021,AL,Strikeouts,Robbie Ray,Toronto Blue Jays,248
2021,AL,Winning Percentage,"Lance McCullers, Jr.",Houston Astros,.722
2021,AL,Wins,Gerrit Cole,New York Yankees,16
2022,AL,Complete Games,Framber Valdez,Houston Astros,3
2022,AL,ERA,Justin Verlander,Houston Astros,1.75
2022,AL,Games,Adam Cimber,Toronto Blue Jays,77
2022,AL,Games,Emmanuel Clase,Cleveland Guardians,77
2022,AL,Saves,Emmanuel Clase,Cleveland Guardians,42
2022,AL,Shutouts,Dylan Cease,Chicago White Sox,1
2022,AL,Shutouts,Nestor Cortes,New York Yankees,1
2022,AL,Shutouts,Reid Detmers,Los Angeles Angels,1
2022,AL,Shutouts,Nathan Eovaldi,Boston Red Sox,1
2022,AL,Shutouts,Dean Kremer,Baltimore Orioles,1
2022,AL,Shutouts,Martín Pérez,Texas Rangers,1
2022,AL,Shutouts,Patrick Sandoval,Los Angeles Angels,1
2022,AL,Shutouts,Framber Valdez,Houston Astros,1
2022,AL,Shutouts,Michael Wacha,Boston Red Sox,1
2022,AL,Strikeouts,Corbin Burnes,Milwaukee Brewers,243
2022,AL,Winning Percentage,Justin Verlander,Houston Astros,.818
2022,AL,Wins,Justin Verlander,Houston Astros,18
2023,AL,Complete Games,Jordan Lyles,Kansas City Royals,3
2023,AL,ERA,Gerrit Cole,New York Yankees,2.63
2023,AL,Games,Matt Brash,Seattle Mariners,78
2023,AL,Saves,Emmanuel Clase,Cleveland Guardians,44
2023,AL,Shutouts,Gerrit Cole,New York Yankees,2
2023,AL,Shutouts,Framber Valdez,Houston Astros,2
2023,AL,Strikeouts,Kevin Gausman,Toronto Blue Jays,237
2023,AL,Winning Percentage,Gerrit Cole,New York Yankees,.789
2023,AL,Wins,Chris Bassitt,Toronto Blue Jays,16
2023,AL,Wins,Zach Eflin,Tampa Bay Rays,16
2024,AL,Complete Games,Kevin Gausman,Toronto,2
2024,AL,ERA,Tarik Skubal,Detroit,2.39
2024,AL,Games,T.J. McFarland,Oakland,79
2024,AL,Saves,Emmanuel Clase,Cleveland,47
2024,AL,Shutouts,Ronel Blanco,Houston,1
2024,AL,Shutouts,Joey Estes,Oakland,1
2024,AL,Shutouts,Kevin Gausman,Toronto,1
2024,AL,Shutouts,Tanner Houck,Boston,1
2024,AL,Shutouts,Keider Montero,Detroit,1
2024,AL,Strikeouts,Tarik Skubal,Detroit,228
2024,AL,Winning Percentage,Tarik Skubal,Detroit,.818
2024,AL,Wins,Tarik Skubal,Detroit,18
2025,AL,Complete Games,Tanner Bibee,Cleveland,2
2025,AL,Complete Games,Framber Valdez,Houston,2
2025,AL,ERA,Tarik Skubal,Detroit,2.21
2025,AL,Games,Brendon Little,Toronto,79
2025,AL,Saves,Carlos Estévez,Kansas City,42
2025,AL,Shutouts,Tanner Bibee,Cleveland,1
2025,AL,Shutouts,Garrett Crochet,Boston,1
2025,AL,Shutouts,Nathan Eovaldi,Texas,1
2025,AL,Shutouts,Kevin Gausman,Toronto,1
2025,AL,Shutouts,Tarik Skubal,Detroit,1
2025,AL,Strikeouts,Garrett Crochet,Boston,255
2025,AL,Winning Percentage,Max Fried,New York,.792
2025,AL,Wins,Max Fried,New York,19
